Company,ActiveBrand,Headquarters,Continent,Employees,Founded,LeadExecutive,ParentStockTicker,ParentPublicExposure,PrimarySector,PrimarySubSector,ImmigrationDetentionInvolvement,SupportsPrisonLabor,HarmScore,AnnualRevenuesMn,RevenueFiscalYear,Website,Corrections,ImmigrationDetention,PrisonLabor,Financials,Other,Rank
UnitedSolutionsCompany,Y,MA,NorthAmerica,590,1919,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,120.00,2018,http://www.unitedsolutions-plastics.com/,FLDOCSpending,n/a,n/a,PrivCo(www.privco.com),n/a,821
Bradley,Y,WI,NorthAmerica,567,1921,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,188.00,2018,https://www.bradleycorp.com/,https://www.bradleycorp.com/applicationguides/accessories,n/a,n/a,PrivCo(www.privco.com),n/a,739
USLumberGroup,Y,GA,NorthAmerica,560,n/a,JeffMcLendon,n/a,Tier2-InvestmentFirm-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,7,800.00,2017,http://www.uslumber.com,SeeNationalIndustrialLumberCompany(NILCO),n/a,Seecorrectionssource,PrivCo(www.privco.com),https://www.hbsdealer.com/article/us-lumber-lifted-private-equity-money/,511
5.11(Tactical),Y,CA,NorthAmerica,550,2003,n/a,CODI,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityEquipment,n/a,n/a,14,310.00,2018,http://www.511tactical.com,http://www.511tactical.com/public-safety/law-enforcement.html,n/a,n/a,PrivCo(www.privco.com),https://www.compassequity.com/companies/5-11-tactical/,643
AdvancedCorrectionalHealthcare,Y,IL,NorthAmerica,550,2002,n/a,n/a,Tier4-SmallPrivately-Owned,Healthcare,MedicalHealthcare,Y,n/a,n/a,110.00,2018,https://www.advancedch.com/,Seewebsite,https://worthrises.org/immigration,n/a,PrivCo(www.privco.com),n/a,831
HydradyneHydraulics,Y,TX,NorthAmerica,550,1968,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,Construction,n/a,Y,n/a,247.00,2018,https://www.hydradynellc.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,Seecorrectionssource,PrivCo(www.privco.com),n/a,686
SYSPROImpactSoftware,Y,CA,NorthAmerica,550,1995,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,SecurityTechnology,n/a,n/a,n/a,85.00,2018,https://www.syspro.com/customer_success/us-salt/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003993-T.pdf,n/a,n/a,PrivCo(www.privco.com),n/a,888
OxboInternational,Y,NY,NorthAmerica,540,1998,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,220.00,2018,http://www.oxbocorp.com/,TDCJSpending,n/a,n/a,PrivCo(www.privco.com),http://www.oxbocorp.com/About/About-the-Ploeger-Oxbo-Group,706
TrippLite,Y,IL,NorthAmerica,540,1922,GlennHaeflinger,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,450.00,2018,http://www.tripplite.com,NYSDOCCSSecurusContract,n/a,n/a,PrivCo(www.privco.com),n/a,591
AIS,Y,MA,NorthAmerica,530,1989,n/a,n/a,Tier4-SmallPrivately-Owned,Programs&Labor,Vocation/Industries(PrisonLabor),n/a,Y,n/a,165.00,2018,http://www.ais-inc.com/,https://www.roughriderindustries.com/partners-retailers.html,n/a,Seecorrectionssource,PrivCo(www.privco.com),n/a,754
Activar,Y,MN,NorthAmerica,520,1947,RichardNamara,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,75.00,2018,http://www.activarcpg.com/,SeeAirLouvers,n/a,n/a,PrivCo(www.privco.com),n/a,911
AmericanRockSalt,Y,NY,NorthAmerica,520,1997,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,210.00,2018,https://www.americanrocksalt.com/,NYSDOCCSSpending,n/a,n/a,PrivCo(www.privco.com),n/a,710
CompXInternational,Y,TX,NorthAmerica,520,1903,ScottC.James,CIX-CA,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,13,1500.40,2019,http://www.compxnet.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003630-T.pdf,n/a,n/a,FactSet,n/a,422
USWaterServicesCorp,Y,FL,NorthAmerica,520,1997,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,103.00,2018,http://www.uswatercorp.com/,http://www.dc.state.fl.us/business/contracts/C2802.pdf,n/a,n/a,PrivCo(www.privco.com),n/a,845
HuittZollars,Y,TX,NorthAmerica,515,1975,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,Construction,n/a,n/a,n/a,79.00,2018,http://www.huitt-zollars.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,n/a,PrivCo(www.privco.com),n/a,906
Leatherman,Y,OR,NorthAmerica,515,1983,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,SecurityEquipment,n/a,n/a,n/a,200.00,2018,http://www.leatherman.com,http://www.southernpoliceequipment.com/shop/default.asp?h=b&b=203,n/a,n/a,PrivCo(www.privco.com),n/a,720
BerryDunn,Y,ME,NorthAmerica,511,1974,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,SecurityTechnology,n/a,n/a,n/a,70.30,2018,http://www.berrydunn.com,http://www.berrydunn.com/industries/justice-and-public-safety,n/a,n/a,PrivCo(www.privco.com),n/a,930
AvellaSpecialtyPharmacy(formerlyTheApothecaryShops),Y,AZ,NorthAmerica,510,1996,RebeccaShanahan,n/a,Tier2-InvestmentFirm-Owned,Healthcare,Pharmacy,n/a,n/a,9,1352.00,2017,http://www.avella.com,SeeOncologyPlus,n/a,n/a,PrivCo(www.privco.com),http://focalpointllc.com/release/the-apothecary-shops-has-been-acquired-by-riordan-lewis-haden/,439
SantekWasteServices,Y,TN,NorthAmerica,510,1986,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,100.00,2018,http://www.santekenviro.com,SeeWasteServicesofTexas,n/a,n/a,PrivCo(www.privco.com),n/a,854
Telos,Y,VA,NorthAmerica,502,1997,JohnWood,TLSRP,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityTechnology,n/a,n/a,7,159.20,2019,https://www.telos.com/,https://www.telos.com/assets/TelosID_Overview_2012.pdf,n/a,n/a,FactSet,n/a,762
Alto-Shaam,Y,WI,NorthAmerica,500,1955,n/a,n/a,Tier4-SmallPrivately-Owned,Food&Commissary,KitchenEquipment,n/a,n/a,n/a,140.00,2018,https://www.alto-shaam.com/en,https://www.alto-shaam.com/en/our-markets/correction,n/a,n/a,PrivCo(www.privco.com),n/a,785
Darktrace,Y,UnitedKingdom,Europe,500,2013,NicoleEagan,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,SecurityTechnology,n/a,n/a,n/a,248.50,2016,https://www.darktrace.com/,https://www.darktrace.com/resources/cs-spillman.pdf,n/a,n/a,PrivCo(www.privco.com),https://www.najis.org/sponsors,685
Fibrebond,Y,LA,NorthAmerica,500,1982,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,Architecture&Engineerging,n/a,n/a,n/a,110.00,2018,http://www.fibrebond.com/,https://aja.multiview.com/,n/a,n/a,PrivCo(www.privco.com),n/a,834
LRPPublications,Y,FL,NorthAmerica,500,1977,n/a,n/a,Tier4-SmallPrivately-Owned,Programs&Labor,EducationServicesMaterials&Technology,Y,n/a,n/a,72.00,2018,https://www.lrp.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,925
MTMRecognitionCorp,Y,OK,NorthAmerica,500,1971,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,79.80,2018,https://www.mtmrecognition.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003790-T.pdf,n/a,n/a,PrivCo(www.privco.com),n/a,903
ParkhillSmith&Cooper,Y,TX,NorthAmerica,500,1945,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,Architecture&Engineerging,n/a,n/a,n/a,60.00,2018,http://www.team-psc.com/,http://www.team-psc.com/architecture/dps-lubbock-regional-office/,n/a,n/a,PrivCo(www.privco.com),http://www.team-psc.com/gary-harris/,972
TrueManufacturing(dbaTrueFoodServiceEquipment),Y,MO,NorthAmerica,500,1945,SteveTrulaske,n/a,Tier4-SmallPrivately-Owned,Food&Commissary,KitchenEquipment,n/a,n/a,n/a,218.30,2018,https://www.truemfg.com/,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,n/a,n/a,PrivCo(www.privco.com),n/a,708
Rural/Metro,Y,AZ,NorthAmerica,483,1948,ScottBartos,n/a,Tier2-InvestmentFirm-Owned,Healthcare,AmbulanceServices,n/a,n/a,9,616.00,2017,http://www.ruralmetro.com/,SeeLaSalleAmbulance,n/a,n/a,PrivCo(www.privco.com),https://dealbook.nytimes.com/2011/03/28/warburg-buys-ruralmetro/,547
SprintWasteServices,Y,TX,NorthAmerica,480,2006,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,130.00,2018,https://www.sprintwaste.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,n/a,PrivCo(www.privco.com),n/a,808
TPMechanicalContractors,Y,OH,NorthAmerica,480,1953,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,MaintenanceServices,n/a,Y,n/a,100.00,2018,http://www.tpmechanical.com/,OHDRCSpending,n/a,Seecorrectionssource,PrivCo(www.privco.com),n/a,855
ACFurniture,Y,VA,NorthAmerica,475,1977,KennonG.Robertson,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,n/a,123.50,2018,http://www.acfurniture.com/,https://www.nationalcia.org/corporate-members,n/a,Seecorrectionssource,http://www.buzzfile.com/business/Acf-276-650-3356,n/a,813
NorthShoreSupplyCompany(dbaNorthShoreSteel),Y,TX,NorthAmerica,470,1955,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,n/a,103.00,2018,http://www.nssco.com/,TDCJSpending,n/a,Seecorrectionssource,PrivCo(www.privco.com),n/a,843
Mythics,Y,VA,NorthAmerica,460,2000,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,n/a,677.40,2018,https://www.mythics.com/,CaliforniaSpendingData-2018,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,533
ChaseIndustries,Y,OH,NorthAmerica,450,1932,BobMuir,n/a,Tier2-InvestmentFirm-Owned,Equipment,SecurityEquipment,n/a,n/a,9,72.00,2017,https://www.chasedoors.com/,https://aja.multiview.com/,n/a,n/a,PrivCo(www.privco.com),https://www.businesswire.com/news/home/20140917006343/en/Audax-Group-Announces-Acquisition-Chase-Doors,923
CogentSystems,N,CA,NorthAmerica,450,1990,n/a,HO.PA,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityEquipment,Y,n/a,12,202.00,2017,n/a,https://cogentid.3m.com/,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,https://www.gemalto.com/press/pages/gemalto-finalizes-the-acquisition-of-3m-s-identity-management-business.aspx,https://www.gemalto.com/press/pages/gemalto-finalizes-the-acquisition-of-3m-s-identity-management-business.aspx,716
JudicialCorrectionServices,Y,GA,NorthAmerica,450,2001,n/a,n/a,Tier2-InvestmentFirm-Owned,CommunityCorrections,ProbationParole&OtherSupervision,n/a,n/a,13,23.00,2017,https://ppsfamily.com/history/,https://www.hrw.org/report/2018/02/20/set-fail/impact-offender-funded-private-probation-poor,n/a,n/a,PrivCo(www.privco.com),https://ppsfamily.com/history/,1241
LyonWorkspaceProducts,Y,IL,NorthAmerica,450,1901,GeneBerg,n/a,Tier2-InvestmentFirm-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,10,101.00,2017,https://www.lyonworkspace.com,http://correctionalnews.com/2012/08/09/all-purpose-lockers/,n/a,n/a,PrivCo(www.privco.com),https://www.inddist.com/news/2013/05/lyon-workspace-products-sold-equity-partnership,848
MobileLifeSupportServices,Y,NY,NorthAmerica,450,1981,n/a,n/a,Tier4-SmallPrivately-Owned,Healthcare,AmbulanceServices,n/a,n/a,n/a,67.50,2018,http://www.mobilelife.com/,NYSDOCCSSpending,n/a,n/a,PrivCo(www.privco.com),n/a,944
Orafol,Y,Germany,Europe,450,1808,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,n/a,90.00,2018,http://www.orafol.com/corp/americas/en/frontpage,https://www.nationalcia.org/corporate-members,n/a,https://www.nationalcia.org/corporate-members,PrivCo(www.privco.com),n/a,876
BlueCanopyGroup,Y,VA,NorthAmerica,441,2001,n/a,J,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,9,117.00,2015,http://www.bluecanopy.com/,n/a,GovSpend,n/a,PrivCo(www.privco.com),http://invest.jacobs.com/investors/Press-Release-Details/2017/Jacobs-Acquires-Blue-Canopy-Expands-Data-Analytics-and-Cybersecurity-Services/default.aspx,823
HajocaCorporation,Y,PA,NorthAmerica,440,1858,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,2700.00,2018,https://www.hajoca.com/,SeePartsTownTheRockportGroup,n/a,n/a,PrivCo(www.privco.com),n/a,342
JamiesonManufacturing,Y,TX,NorthAmerica,440,1943,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,SecurityEquipment,n/a,n/a,n/a,110.00,2018,https://jamiesonfence.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo(www.privco.com),n/a,836
OutputServicesGroup,Y,NJ,NorthAmerica,440,1992,ScottBernstiein,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Operations&Management,ProcurementContracting&OtherAdminServices,n/a,n/a,n/a,250.00,2018,https://www.osgbilling.com/,SeeNationalBusinessSystems,n/a,n/a,PrivCo(www.privco.com),https://www.osgbilling.com/pdf/press_releases/osg-nbs-press-release.pdf?pdf=NBS-Press-Release,683
PrestigeServices,Y,NY,NorthAmerica,440,n/a,n/a,n/a,Tier4-SmallPrivately-Owned,Food&Commissary,VendingMachines,n/a,n/a,n/a,35.00,2018,https://www.prestigeservicesinc.com/,NYSDOCCSSpending,n/a,n/a,PrivCo(www.privco.com),n/a,1120
Pro-Health,Y,TX,NorthAmerica,440,2005,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Food&Commissary,PrisonFood,n/a,n/a,n/a,280.00,2018,http://pro-health.com/,TDCJSpending,n/a,n/a,PrivCo(www.privco.com),n/a,665
Manning&Napier,Y,NY,NorthAmerica,433,1970,MarcMayer,MN,Tier1b-PubliclyTraded-Other,Investor,Equity/DebtInvestor,n/a,n/a,9,136.00,2019,https://www.manning-napier.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,n/a,n/a,FactSet,n/a,794
JupiterAluminumCorp,Y,IN,NorthAmerica,430,1992,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,n/a,330.00,2018,http://www.jupiteraluminum.com/,https://www.nationalcia.org/corporate-members,n/a,Seecorrectionssource,PrivCo(www.privco.com),n/a,631
NetechCorporation,Y,MI,NorthAmerica,430,1996,n/a,PSDO,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,n/a,n/a,9,300.00,2016,n/a,OHDRCSpending,n/a,n/a,https://www.presidio.com/release/1486/presidio-acquires-assets-of-netech-corporation-in-deal-for-cloud-security-and-collaboration-services-provider-in-the-us-midwest,n/a,651
ClarkEquipment,Y,Australia,Australia,425,1948,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,139.50,2015,http://www.clarkequipment.com/,CaliforniaSpendingData-2018,n/a,n/a,PrivCo(www.privco.com),n/a,793
R&Q,Y,UnitedKingdom,Europe,422,1991,WilliamSpiegel,RQIH-GB,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,CommunityCorrections,Bail&Surety,n/a,n/a,12,100.60,2018,http://www.rqih.com/,https://www.aclu.org/report/selling-our-freedom-how-insurance-corporations-have-taken-over-our-bail-system,n/a,n/a,FactSet,n/a,849
CJFoods,Y,KS,NorthAmerica,420,1985,TodMorgan,n/a,Tier2-InvestmentFirm-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,9,190.00,2017,http://www.extrudedpetfood.com/,FBOPSpending,n/a,n/a,PrivCo(www.privco.com),https://www.pehub.com/2014/06/j-h-whitney-acquires-c-j-foods/,731
ConduitLanguageSpecialists,Y,KY,NorthAmerica,420,n/a,n/a,n/a,Tier4-SmallPrivately-Owned,Operations&Management,ProcurementContracting&OtherAdminServices,Y,n/a,n/a,87.00,2018,https://conduitlanguage.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,880
ProfessionalPlumbingGroup,Y,SC,NorthAmerica,410,n/a,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,84.00,2018,http://www.ppg-inc.com,SeePlumbMaster,n/a,n/a,PrivCo(www.privco.com),n/a,890
Trussbilt,Y,SD,NorthAmerica,410,1926,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,Construction,n/a,n/a,n/a,103.00,2018,http://www.trussbilt.com/,http://www.trussbilt.com/detention.php,n/a,n/a,PrivCo(www.privco.com),n/a,844
WhaleyFoodserviceRepairs,Y,SC,NorthAmerica,410,1944,n/a,BRK.A,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Food&Commissary,Other,n/a,n/a,9,74.00,2018,http://www.whaleyfoodservice.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,n/a,n/a,PrivCo(www.privco.com),n/a,917
MagalSecuritySystems,Y,Israel,Africa,406,1965,DrorSharon,MAGS,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Equipment,SecurityEquipment,n/a,n/a,14,86.80,2019,https://magalsecurity.com/,https://magalsecurity.com/markets/correctional-facilities,n/a,n/a,FactSet,n/a,882
Signal88Security,Y,NJ,NorthAmerica,404,2003,BobKinder,n/a,Tier2-InvestmentFirm-Owned,Personnel,ThirdPartyStaffing,n/a,n/a,13,73.20,2017,https://signal88.com/,https://www.correctionsone.com/company-directory/?filter=U&skip=1,n/a,n/a,PrivCo(www.privco.com),https://www.mccarthycapital.com/mccarthy-capital-fund-v-invests-signal-88-llc/,919
CustomerValuePartners,Y,VA,NorthAmerica,402,2002,n/a,n/a,Tier4-SmallPrivately-Owned,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,n/a,74.10,2018,https://www.cvpcorp.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,914
EntechSales&Service,Y,TX,NorthAmerica,400,1981,n/a,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,116.40,2018,http://www.entechsales.com/,TDCJSpending,n/a,n/a,PrivCo(www.privco.com),n/a,824
Granicus,Y,CO,NorthAmerica,400,1999,MarkHynes,n/a,Tier2-InvestmentFirm-Owned,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,10,71.00,2017,https://granicus.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo(www.privco.com),https://www.prweb.com/releases/2016/08/prweb13618994.htm,927
LairdPlastics,Y,FL,NorthAmerica,400,1944,MarkKramer,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,Y,n/a,600.00,2017,https://www.lairdplastics.com/,TDCJSpending,n/a,Seecorrectionssource,https://www.icis.com/resources/news/2004/08/24/608408/laird-plastics-sold-to-us-blackfriars-corp-for-65m/,n/a,553
RevisionMilitary,Y,VT,NorthAmerica,400,2001,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,SecurityEquipment,n/a,n/a,n/a,100.00,2018,https://www.revisionmilitary.com/en/,Seewebsite,n/a,n/a,PrivCo(www.privco.com),n/a,853
USBancorp(dbaUSBank),Y,MN,NorthAmerica,400,1968,AndrewCecere,USB,Tier1a-PubliclyTraded-TargetedCorrectionalExposure,Investor,ConstructionEquipment&AcquisitionFinancing,Y,Y,9,22986.00,2019,https://www.usbank.com/index.html,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,https://news.littlesis.org/2018/06/21/who-is-profiting-from-incarcerating-immigrant-families/,https://www.greenamerica.org/hidden-workers-fighting-change/sale-now-prison-labor,FactSet,n/a,109
VisionaryIntegrationProfessionals,Y,CA,NorthAmerica,400,1996,JonnaWard,n/a,Tier4-SmallPrivately-Owned,Operations&Management,ProcurementContracting&OtherAdminServices,Y,n/a,n/a,58.00,2018,https://www.trustvip.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,982
XLAssociates(dbaXLA),Y,VA,NorthAmerica,400,1989,GarySlack,n/a,Tier4-SmallPrivately-Owned,Operations&Management,ProcurementContracting&OtherAdminServices,Y,n/a,n/a,86.00,2018,http://www.xla.com/,n/a,https://etc.g2xchange.com/statics/dhs-ice-awards-ero-contact-center-of-operations-ecco-bridge-task/,n/a,PrivCo(www.privco.com),n/a,883
PCSpecialists(dbaTechnologyIntegrationGroup),Y,CA,NorthAmerica,390,1981,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,n/a,n/a,n/a,360.00,2018,https://www.tig.com,CaliforniaSpendingData-2018,n/a,n/a,PrivCo(www.privco.com),n/a,620
VanirConstructionManagement,Y,CA,NorthAmerica,390,1980,DoreneC.Dominguez,n/a,Tier4-SmallPrivately-Owned,Construction&Maintenance,Architecture&Engineerging,n/a,n/a,n/a,85.90,2018,http://www.vanir.com/,https://www.vanir.com/market-segment-page/justice-facilities/,n/a,n/a,PrivCo(www.privco.com),n/a,884
RedRiverComputer,Y,NH,NorthAmerica,387,1995,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,n/a,431.80,2018,http://www.redriver.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,599
KnightPointSystems,Y,VA,NorthAmerica,383,2005,n/a,n/a,Tier4-SmallPrivately-Owned,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,n/a,153.70,2018,https://knightpoint.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo(www.privco.com),n/a,768
NewYorkOncologyHematology,Y,NY,NorthAmerica,382,n/a,n/a,n/a,Tier4-SmallPrivately-Owned,Healthcare,MedicalHealthcare,n/a,n/a,n/a,57.30,2018,http://newyorkoncology.com/,NYSDOCCSSpending,n/a,n/a,PrivCo(www.privco.com),n/a,984
AceMartRestaurantSupplyCo,Y,TX,NorthAmerica,380,1975,JerryHiggins,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,130.20,2018,https://www.acemart.com/,TDCJSpending,n/a,n/a,PrivCo(www.privco.com),n/a,800
AdvancedDataSystems,Y,NJ,NorthAmerica,380,1977,n/a,n/a,Tier4-SmallPrivately-Owned,Healthcare,MedicalRecordsSystems,n/a,n/a,n/a,56.00,2018,https://www.adsc.com/,FLDOCSpending,n/a,n/a,PrivCo(www.privco.com),n/a,992
SecuradyneSystems,Y,TX,NorthAmerica,380,2012,CareyBoethel,n/a,Tier2-InvestmentFirm-Owned,Equipment,SecurityTechnology,n/a,n/a,12,87.00,2018,http://www.securadyne.com/,http://www.securadyne.com/industry-federal-municipal-government,n/a,n/a,PrivCo(www.privco.com),http://www.pamlicocapital.com/portfolio/securadyne-systems-llc,881
HagerHingeCompanies,Y,MO,NorthAmerica,375,1849,n/a,n/a,Tier4-SmallPrivately-Owned,Equipment,FurnishingsSupplies&OtherFacilityEquipment,n/a,n/a,n/a,150.00,2018,http://www.hagerco.com/,https://aja.multiview.com/,n/a,n/a,PrivCo(www.privco.com),n/a,774
VanBortelGroup,Y,NY,NorthAmerica,375,1985,ChristineBartel,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Transportation,AgencyTransportation,n/a,n/a,n/a,213.10,2018,http://www.vanbortelcars.com,NYSDOCCSSpending,n/a,n/a,PrivCo(www.privco.com),n/a,709
Optech,Y,MI,NorthAmerica,370,1999,n/a,n/a,Tier4-SmallPrivately-Owned,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,n/a,56.00,2018,https://www.optechus.com/,n/a,Sludge-ICEContract(https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo(www.privco.com),n/a,995
ArnoldOilCompanyOfAustin,Y,TX,NorthAmerica,360,1977,n/a,n/a,Tier3-LargePrivately-Ownedrequiresoutsidefinancing,Construction&Maintenance,MaintenanceServices,n/a,n/a,n/a,550.00,2018,http://www.arnoldoil.com/,TDCJSpending,n/a,n/a,PrivCo(www.privco.com),n/a,556
CambridgeInternationalSystems,Y,VA,NorthAmerica,360,1994,n/a,n/a,Tier4-SmallPrivately-Owned,Data&InformationSystems,IT&CommuncationsInfrastructure&Service,Y,n/a,n/a,58.00,2018,https://cbridgeinc.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo(www.privco.com),n/a,978
